iter	Passed	Remaining
259	3012	8573
260	3023	8560
261	3034	8548
262	3045	8535
263	3056	8521
264	3067	8508
265	3078	8495
266	3090	8483
267	3101	8470
268	3112	8457
269	3123	8444
270	3134	8432
271	3145	8419
272	3156	8405
273	3167	8391
274	3178	8379
275	3189	8366
276	3200	8353
277	3211	8341
278	3222	8328
279	3233	8315
280	3244	8302
281	3256	8291
282	3267	8278
283	3278	8266
284	3289	8253
285	3300	8239
286	3311	8227
287	3323	8216
288	3335	8205
289	3346	8194
290	3358	8182
291	3369	8170
292	3380	8156
293	3391	8144
294	3402	8130
295	3413	8118
296	3424	8106
297	3435	8093
298	3446	8080
299	3457	8068
300	3469	8056
301	3480	8044
302	3491	8031
303	3502	8019
304	3513	8007
305	3524	7992
306	3535	7980
307	3546	7967
308	3557	7955
309	3568	7943
310	3579	7929
311	3590	7917
312	3601	7905
313	3613	7893
314	3625	7884
315	3636	7871
316	3647	7859
317	3658	7846
318	3668	7832
319	3679	7819
320	3690	7806
321	3701	7793
322	3712	7780
323	3723	7768
324	3734	7756
325	3745	7744
326	3757	7732
327	3768	7721
328	3779	7709
329	3791	7697
330	3801	7684
331	3813	7672
332	3824	7659
333	3835	7647
334	3846	7635
335	3857	7623
336	3868	7610
337	3879	7597
338	3890	7585
339	3901	7573
340	3913	7562
341	3923	7549
342	3934	7536
343	3945	7523
344	3956	7511
345	3967	7499
346	3978	7487
347	3989	7474
348	4000	7462
349	4012	7451
350	4022	7438
351	4033	7426
352	4045	7413
353	4055	7400
354	4066	7387
355	4077	7375
356	4088	7363
357	4099	7351
358	4111	7340
359	4122	7328
360	4133	7317
361	4145	7306
362	4157	7296
363	4169	7285
364	4181	7273
365	4192	7262
366	4203	7250
367	4215	7239
368	4226	7228
369	4237	7215
370	4249	7204
371	4261	7193
372	4272	7181
373	4283	7169
374	4295	7159
375	4306	7147
376	4318	7136
377	4330	7125
378	4341	7114
379	4353	7102
380	4364	7090
381	4375	7079
382	4387	7067
383	4398	7056
384	4409	7044
385	4420	7032
386	4431	7020
387	4443	7009
388	4455	6997
389	4466	6986
390	4477	6974
391	4492	6968
392	4533	7002
393	4555	7007
394	4579	7013
395	4596	7010
396	4617	7012
397	4633	7008
398	4648	7001
399	4663	6995
400	4680	6991
401	4698	6988
402	4716	6987
403	4732	6981
404	4749	6977
405	4765	6972
406	4781	6967
407	4798	6962
408	4819	6963
409	4832	6953
410	4844	6942
411	4858	6933
412	4870	6921
413	4881	6910
414	4894	6898
415	4909	6892
416	4924	6885
417	4940	6878
418	4954	6870
419	4967	6859
420	4979	6847
421	4990	6835
422	5003	6824
423	5015	6813
424	5027	6802
425	5039	6789
426	5050	6776
427	5061	6764
428	5073	6753
429	5085	6740
430	5097	6729
431	5108	6716
432	5121	6706
433	5133	6695
434	5145	6683
435	5157	6671
436	5169	6659
437	5180	6647
438	5191	6634
439	5203	6622
440	5214	6610
441	5226	6597
442	5238	6585
443	5249	6573
444	5260	6560
445	5271	6548
446	5283	6536
447	5295	6524
448	5306	6512
449	5318	6499
450	5329	6487
451	5341	6475
452	5353	6464
453	5365	6452
454	5377	6440
455	5388	6428
456	5400	6416
457	5412	6404
458	5423	6392
459	5435	6380
460	5447	6369
461	5458	6356
462	5470	6344
463	5481	6332
464	5492	6319
465	5503	6306
466	5515	6294
467	5526	6282
468	5537	6269
469	5549	6257
470	5562	6247
471	5574	6235
472	5587	6225
473	5599	6213
474	5610	6200
475	5620	6187
476	5631	6174
477	5642	6161
478	5653	6149
479	5664	6136
480	5675	6123
481	5686	6111
482	5697	6098
483	5708	6085
484	5719	6073
485	5731	6061
486	5742	6048
487	5753	6036
488	5765	6024
489	5776	6012
490	5787	6000
491	5798	5987
492	5809	5974
493	5820	5961
494	5831	5949
495	5842	5936
496	5852	5923
497	5864	5911
498	5875	5898
499	5886	5886
500	5896	5873
501	5907	5860
502	5918	5847
503	5929	5835
504	5940	5822
505	5951	5810
506	5962	5797
507	5973	5785
508	5984	5772
509	5994	5759
510	6005	5747
511	6017	5734
512	6028	5723
513	6040	5711
514	6050	5697
515	6060	5684
516	6071	5672
517	6082	5659
518	6093	5647
519	6104	5634
520	6115	5622
521	6126	5610
522	6137	5597
523	6148	5585
524	6158	5572
525	6170	5560
526	6181	5548
527	6192	5535
528	6203	5523
529	6214	5511
530	6225	5498
531	6236	5486
532	6247	5474
533	6259	5462
534	6270	5449
535	6281	5437
536	6292	5425
537	6302	5412
538	6314	5400
539	6325	5388
540	6336	5376
541	6347	5363
542	6358	5351
543	6369	5339
544	6380	5327
545	6392	5315
546	6403	5302
547	6414	5290
548	6425	5278
549	6436	5265
550	6447	5253
551	6458	5241
552	6469	5229
553	6480	5217
554	6491	5204
555	6501	5192
556	6512	5179
557	6523	5167
558	6534	5154
559	6545	5142
560	6555	5130
561	6566	5117
562	6576	5104
563	6587	5092
564	6597	5079
565	6608	5067
566	6619	5055
567	6630	5043
568	6641	5031
569	6653	5019
570	6663	5006
571	6674	4993
572	6684	4981
573	6695	4968
574	6706	4956
575	6717	4944
576	6728	4932
577	6739	4920
578	6750	4908
579	6782	4911
580	6807	4909
581	6824	4901
582	6840	4892
583	6870	4894
584	6886	4885
585	6906	4879
586	6921	4869
587	6937	4861
588	6952	4851
589	6967	4841
590	6984	4833
591	6999	4823
592	7015	4815
593	7031	4805
594	7046	4796
595	7059	4785
596	7073	4775
597	7085	4762
598	7096	4750
599	7107	4738
600	7118	4725
601	7131	4714
602	7142	4702
603	7153	4690
604	7166	4679
605	7180	4668
606	7194	4658
607	7208	4647
608	7225	4639
609	7239	4628
610	7251	4616
611	7263	4605
612	7276	4593
613	7287	4581
614	7300	4570
615	7312	4558
616	7324	4546
617	7337	4535
618	7348	4522
619	7359	4510
620	7370	4498
621	7382	4486
622	7394	4474
623	7407	4463
624	7418	4451
625	7430	4439
626	7442	4427
627	7454	4415
628	7465	4403
629	7477	4391
630	7489	4379
631	7500	4367
632	7512	4355
633	7524	4343
634	7536	4332
635	7547	4319
636	7559	4308
637	7571	4295
638	7582	4283
639	7593	4271
640	7604	4259
641	7615	4246
642	7626	4234
643	7637	4222
644	7649	4210
645	7660	4197
646	7671	4185
647	7682	4172
648	7692	4160
649	7704	4148
650	7714	4135
651	7727	4124
652	7738	4112
653	7750	4100
654	7761	4088
655	7772	4075
656	7784	4064
657	7797	4053
658	7809	4041
659	7820	4028
660	7832	4016
661	7842	4004
662	7854	3992
663	7863	3979
664	7874	3966
665	7885	3954
666	7895	3941
667	7905	3929
668	7915	3916
669	7925	3903
670	7935	3890
671	7946	3878
672	7956	3865
673	7967	3853
674	7977	3841
675	7988	3828
676	8000	3816
677	8010	3804
678	8021	3792
679	8031	3779
680	8042	3767
681	8053	3755
682	8064	3742
683	8074	3730
684	8084	3717
685	8094	3705
686	8105	3692
687	8115	3680
688	8125	3667
689	8137	3655
690	8148	3643
691	8158	3631
692	8168	3618
693	8178	3606
694	8188	3593
695	8198	3581
696	8209	3568
697	8220	3556
698	8231	3544
699	8241	3532
700	8253	3520
701	8263	3508
702	8274	3495
703	8285	3483
704	8296	3471
705	8306	3459
706	8316	3446
707	8327	3434
708	8337	3422
709	8348	3409
710	8358	3397
711	8368	3385
712	8380	3373
713	8390	3361
714	8403	3349
715	8415	3337
716	8425	3325
717	8436	3313
718	8447	3301
719	8458	3289
720	8468	3276
721	8478	3264
722	8487	3251
723	8497	3239
724	8507	3227
725	8518	3214
726	8528	3202
727	8538	3190
728	8548	3177
729	8559	3165
730	8570	3153
731	8581	3141
732	8593	3130
733	8604	3118
734	8615	3106
735	8625	3093
736	8636	3081
737	8646	3069
738	8656	3057
739	8666	3044
740	8676	3032
741	8687	3020
742	8699	3009
743	8709	2996
744	8719	2984
745	8730	2972
746	8740	2960
747	8751	2948
748	8761	2935
749	8770	2923
750	8780	2911
751	8789	2898
752	8799	2886
753	8809	2874
754	8818	2861
755	8828	2849
756	8838	2837
757	8849	2825
758	8859	2813
759	8869	2800
760	8879	2788
761	8890	2776
762	8900	2764
763	8910	2752
764	8920	2740
765	8931	2728
766	8941	2716
767	8974	2711
768	8993	2701
769	9009	2691
770	9026	2680
771	9042	2670
772	9061	2661
773	9078	2650
774	9098	2641
775	9112	2630
776	9126	2619
777	9152	2611
778	9166	2600
779	9180	2589
780	9194	2578
781	9208	2567
782	9225	2556
783	9239	2545
784	9249	2533
785	9261	2521
786	9272	2509
787	9282	2497
788	9294	2485
789	9305	2473
790	9315	2461
791	9325	2449
792	9338	2437
793	9352	2426
794	9365	2414
795	9377	2403
796	9389	2391
797	9399	2379
798	9409	2367
799	9420	2355
800	9430	2342
801	9440	2330
802	9450	2318
803	9460	2306
804	9470	2294
805	9480	2281
806	9490	2269
807	9500	2257
808	9510	2245
809	9520	2233
810	9529	2220
811	9539	2208
812	9550	2196
813	9561	2184
814	9570	2172
815	9580	2160
816	9590	2148
817	9601	2136
818	9610	2124
819	9621	2112
820	9631	2099
821	9641	2087
822	9651	2075
823	9660	2063
824	9669	2051
825	9679	2039
826	9689	2026
827	9699	2014
828	9708	2002
829	9717	1990
830	9727	1978
831	9737	1966
832	9746	1954
833	9757	1942
834	9768	1930
835	9779	1918
836	9790	1906
837	9799	1894
838	9810	1882
839	9820	1870
840	9829	1858
841	9839	1846
842	9848	1834
843	9858	1822
844	9867	1810
845	9877	1797
846	9886	1785
847	9896	1773
848	9906	1761
849	9916	1749
850	9926	1737
851	9936	1726
852	9946	1714
853	9956	1702
854	9966	1690
855	9975	1678
856	9984	1666
857	9994	1654
858	10003	1642
859	10013	1630
860	10022	1618
861	10032	1606
862	10041	1594
863	10051	1582
864	10061	1570
865	10072	1558
866	10082	1546
867	10091	1534
868	10100	1522
869	10109	1510
870	10119	1498
871	10128	1486
872	10138	1474
873	10147	1462
874	10156	1450
875	10166	1439
876	10175	1427
877	10185	1415
878	10195	1403
879	10204	1391
880	10214	1379
881	10223	1367
882	10233	1356
883	10243	1344
884	10253	1332
885	10262	1320
886	10271	1308
887	10281	1296
888	10290	1284
889	10300	1273
890	10309	1261
891	10319	1249
892	10328	1237
893	10338	1225
894	10347	1214
895	10357	1202
896	10367	1190
897	10376	1178
898	10386	1166
899	10395	1155
900	10404	1143
901	10413	1131
902	10423	1119
903	10432	1107
904	10442	1096
905	10451	1084
906	10461	1072
907	10470	1060
908	10479	1049
909	10489	1037
910	10499	1025
911	10509	1014
912	10518	1002
913	10528	990
914	10537	978
915	10547	967
916	10556	955
917	10565	943
918	10575	932
919	10585	920
920	10594	908
921	10604	897
922	10613	885
923	10623	873
924	10632	862
925	10642	850
926	10651	838
927	10660	827
928	10669	815
929	10679	803
930	10688	792
931	10698	780
932	10707	768
933	10717	757
934	10727	745
935	10736	734
936	10745	722
937	10754	710
938	10763	699
939	10772	687
940	10781	676
941	10791	664
942	10800	652
943	10810	641
944	10819	629
945	10828	618
946	10838	606
947	10847	595
948	10856	583
949	10866	571
950	10875	560
951	10884	548
952	10893	537
953	10903	525
954	10912	514
955	10920	502
956	10929	491
957	10939	479
958	10949	468
959	10962	456
960	10989	445
961	11006	434
962	11021	423
963	11037	412
964	11054	400
965	11069	389
966	11089	378
967	11106	367
968	11120	355
969	11132	344
970	11147	332
971	11161	321
972	11174	310
973	11187	298
974	11201	287
975	11214	275
976	11229	264
977	11238	252
978	11247	241
979	11256	229
980	11266	218
981	11275	206
982	11285	195
983	11294	183
984	11305	172
985	11316	160
986	11325	149
987	11335	137
988	11348	126
989	11360	114
990	11372	103
991	11388	91
992	11399	80
993	11409	68
994	11419	57
995	11428	45
996	11437	34
997	11447	22
998	11456	11
999	11465	0
