iter	Logloss
578	0.216517842
579	0.2165079003
580	0.2164989096
581	0.2164824597
582	0.2164705395
583	0.2164588476
584	0.2164478762
585	0.2164249904
586	0.2164147832
587	0.2164013436
588	0.2163908595
589	0.2163812922
590	0.2163705424
591	0.216362423
592	0.2163503054
593	0.216339517
594	0.2163274663
595	0.2163212071
596	0.2163160266
597	0.2163025437
598	0.2162949332
599	0.2162836901
600	0.2162777592
601	0.2162618285
602	0.2162471059
603	0.2162354695
604	0.2162106805
605	0.2161986547
606	0.2161878093
607	0.2161797364
608	0.2161713058
609	0.2161496243
610	0.2161330419
611	0.2161263042
612	0.2161171493
613	0.2161031832
614	0.2160981665
615	0.2160793671
616	0.2160666689
617	0.2160278458
618	0.2160171812
619	0.215994397
620	0.2159844799
621	0.2159564667
622	0.2159491364
623	0.2159185697
624	0.2159006723
625	0.2158920961
626	0.215880807
627	0.2158732875
628	0.2158649485
629	0.2158426218
630	0.2158325662
631	0.2158165358
632	0.2158047052
633	0.215772245
634	0.2157599997
635	0.2157538704
636	0.2157243342
637	0.215702366
638	0.2156761217
639	0.2156598142
640	0.2156448667
641	0.2156285408
642	0.2156166394
643	0.2156097697
644	0.2155882722
645	0.2155776293
646	0.215564349
647	0.2155467241
648	0.21553318
649	0.2155150616
650	0.2155008901
651	0.2154841588
652	0.2154775222
653	0.2154644261
654	0.2154541804
655	0.2154422589
656	0.2154340528
657	0.2154177758
658	0.2154045859
659	0.2153863095
660	0.2153758356
661	0.2153678391
662	0.2153640326
663	0.2153555955
664	0.215342664
665	0.2153330214
666	0.2153114894
667	0.2153022751
668	0.2152940683
669	0.2152899824
670	0.215284619
671	0.2152807767
672	0.2152759514
673	0.2152594025
674	0.2152544164
675	0.2152413743
676	0.2152274142
677	0.2152151088
678	0.215205071
679	0.2151881092
680	0.2151790739
681	0.215167437
682	0.215158544
683	0.2151480851
684	0.2151392171
685	0.2151300432
686	0.2151213226
687	0.2151086218
688	0.2150983295
689	0.2150872514
690	0.2150802149
691	0.2150705043
692	0.2150659437
693	0.2150591717
694	0.2150517579
695	0.2150242208
696	0.2149983528
697	0.2149720154
698	0.2149581743
699	0.2149428064
700	0.2149283601
701	0.2149155385
702	0.2149110357
703	0.2148936855
704	0.2148823264
705	0.214863044
706	0.2148569811
707	0.2148256607
708	0.2148178481
709	0.2147907425
710	0.2147796252
711	0.2147677837
712	0.2147439008
713	0.2147358232
714	0.2147262101
715	0.2147169003
716	0.2147031705
717	0.2146929936
718	0.2146821124
719	0.2146579248
720	0.2146538099
721	0.2146427263
722	0.2146388972
723	0.2146311941
724	0.2146086836
725	0.2145967626
726	0.2145816354
727	0.2145772542
728	0.2145665622
729	0.2145509877
730	0.2145425631
731	0.2145302918
732	0.2145179507
733	0.2144996462
734	0.2144953622
735	0.2144916063
736	0.2144672606
737	0.2144598645
738	0.2144556828
739	0.2144359937
740	0.2144273016
741	0.2144159516
742	0.2144039802
743	0.2143939577
744	0.214376868
745	0.2143719476
746	0.2143651142
747	0.2143535953
748	0.2143384678
749	0.2143225134
750	0.2143101345
751	0.2143026808
752	0.2142931535
753	0.2142826016
754	0.2142742249
755	0.214255446
756	0.2142450929
757	0.2142317267
758	0.2142245939
759	0.2142118652
760	0.2142001372
761	0.2141887539
762	0.2141773511
763	0.2141688782
764	0.2141628432
765	0.214148536
766	0.2141417665
767	0.2141272591
768	0.2141225605
769	0.2141122837
770	0.2140840942
771	0.2140741097
772	0.214066427
773	0.2140569122
774	0.2140436963
775	0.2140303871
776	0.2140223244
777	0.2140119793
778	0.2140063812
779	0.2140010762
780	0.2139920557
781	0.2139843696
782	0.21398065
783	0.2139686962
784	0.2139566472
785	0.213951331
786	0.2139232052
787	0.2139167528
788	0.2139052743
789	0.2138871566
790	0.2138741386
791	0.2138519446
792	0.2138333482
793	0.2138188741
794	0.2138122957
795	0.2138067846
796	0.2138011598
797	0.2137876022
798	0.2137766982
799	0.2137665637
800	0.2137599176
801	0.213747894
802	0.2137341036
803	0.2137084353
804	0.2137010034
805	0.2136844931
806	0.2136764083
807	0.2136628283
808	0.2136521216
809	0.2136452826
810	0.2136194291
811	0.2135875644
812	0.2135649492
813	0.2135540039
814	0.2135448188
815	0.2135323872
816	0.2135281418
817	0.2135208114
818	0.2135121752
819	0.2135021678
820	0.2134830413
821	0.2134639172
822	0.213461452
823	0.2134494525
824	0.2134432458
825	0.2134402329
826	0.2134226987
827	0.2134129011
828	0.2134064744
829	0.213394071
830	0.2133814527
831	0.2133737271
832	0.2133676917
833	0.2133511631
834	0.2133445386
835	0.2133362055
836	0.2133209248
837	0.2133138804
838	0.2132933333
839	0.2132860133
840	0.2132788042
841	0.2132721765
842	0.213263099
843	0.2132560732
844	0.2132454375
845	0.2132349977
846	0.2132194815
847	0.2132064897
848	0.2131949716
849	0.2131844973
850	0.2131720329
851	0.2131616215
852	0.2131582563
853	0.2131290289
854	0.2131117666
855	0.2131085772
856	0.2130930599
857	0.2130833487
858	0.2130753833
859	0.2130637271
860	0.2130584673
861	0.2130514406
862	0.2130426707
863	0.2130407174
864	0.2130316475
865	0.2130176651
866	0.2130042489
867	0.2129989119
868	0.2129917589
869	0.2129813486
870	0.2129667971
871	0.2129577305
872	0.2129498307
873	0.2129349474
874	0.2129319626
875	0.2129236863
876	0.2129034421
877	0.2128951894
878	0.2128869311
879	0.2128615257
880	0.2128373667
881	0.2128264549
882	0.2128195794
883	0.2128064069
884	0.212801842
885	0.212792852
886	0.2127723983
887	0.2127685038
888	0.2127480065
889	0.2127218296
890	0.2127164766
891	0.2126906476
892	0.2126819894
893	0.212664767
894	0.2126556734
895	0.2126322756
896	0.2126119988
897	0.2126052616
898	0.2125864655
899	0.2125835382
900	0.2125765355
901	0.2125722449
902	0.2125592744
903	0.2125438927
904	0.2125338714
905	0.2125233245
906	0.2125086451
907	0.2125001688
908	0.2124789059
909	0.2124718693
910	0.2124601763
911	0.2124417471
912	0.2124239696
913	0.21242064
914	0.2124094282
915	0.2124013962
916	0.2123801626
917	0.2123687955
918	0.2123581057
919	0.2123387927
920	0.2123298537
921	0.2123235214
922	0.2123128098
923	0.2123065152
924	0.2123036999
925	0.2122985339
926	0.2122848423
927	0.2122727091
928	0.2122666289
929	0.2122560934
930	0.2122535354
931	0.2122437769
932	0.2122375441
933	0.2122199445
934	0.2122013423
935	0.2121905789
936	0.2121823232
937	0.2121656385
938	0.2121590359
939	0.2121549223
940	0.2121454997
941	0.2121383092
942	0.2121281186
943	0.2121169636
944	0.2121098316
945	0.2121015646
946	0.2120943127
947	0.2120886767
948	0.2120738728
949	0.2120664211
950	0.2120611458
951	0.2120539251
952	0.2120463872
953	0.2120269859
954	0.2120130935
955	0.2120113721
956	0.2119978323
957	0.2119904919
958	0.2119849571
959	0.2119713717
960	0.2119660014
961	0.2119544145
962	0.2119396789
963	0.2119296084
964	0.211916439
965	0.2118997309
966	0.2118878652
967	0.2118735654
968	0.2118566314
969	0.2118503284
970	0.21184121
971	0.2118322571
972	0.2118252039
973	0.2118191839
974	0.2118096609
975	0.2118046443
976	0.2117909995
977	0.2117849902
978	0.2117725131
979	0.2117613837
980	0.2117533575
981	0.2117465533
982	0.21174011
983	0.2117346052
984	0.2117226544
985	0.2117051121
986	0.2116940246
987	0.2116916491
988	0.21167847
989	0.2116740029
990	0.2116650092
991	0.2116410254
992	0.2116266355
993	0.2116216498
994	0.2116125657
995	0.2115966835
996	0.21158401
997	0.2115762082
998	0.2115691224
999	0.2115646901
